Name,Status,Tenant,Site,Location,Rack,Rack Position,Role,Manufacturer,Type,IP Address,ID,Tenant Group,Serial number,Asset tag,Region,Site Group,Parent Device,Position (Device Bay),Position,Rack face,Latitude,Longitude,Airflow,IPv4 Address,IPv6 Address,OOB IP,Cluster,Virtual Chassis,VC Position,VC Priority,Description,Config Template,Comments,Contacts,Tags,Created,Last updated,Platform,Server Group,Backup,DTAP state,Harddisk,open actions,CPU,Memory,Monitor hardware,HW buy date,HW warranty expiration,Warranty type,Console ports,Console server ports,Power ports,Power outlets,Interfaces,Front ports,Rear ports,Device bays,Module bays,Inventory items,VCPUs,Memory (MB),Disk,Device,Virtual Disks,netbox_type
sw20-00,Active,Network Infrastructure,KPN DSSD2 (dus),Row B,B06,Front 5.0,Network switch,Brocade,FastIron ICX 6450-48 (stack) (full-depth),172.17.7.5/24,619,,BZU3203N00X,,Germany,,,,5.0,Front,,,,172.17.7.5/24,,,,sw20,1,,,,,GO / TO / SA / Linux infrastructure (responsible),,2025-07-22T09:51:25.833656Z,2025-07-22T10:16:07.076719Z,,,,,,,,,,,,,2,0,0,0,51,0,0,0,0,0,,,,,,devices
sw20-01,Active,Network Infrastructure,KPN DSSD2 (dus),Row B,B06,Front 3.0,Network switch,Brocade,FastIron ICX 6450-48 (stack) (full-depth),,618,,BZU3203N00X,,Germany,,,,3.0,Front,,,,,,,,sw20,2,,,,,GO / TO / Voice Operations (responsible),,2025-07-22T09:51:25.272828Z,2025-07-22T10:16:06.458395Z,,,,,,,,,,,,,2,0,1,0,50,0,0,0,0,0,,,,,,devices
sw20-psu,Active,Network Infrastructure,KPN DSSD2 (dus),Row B,B06,Front 4.0,Power supply,Brocade,ICX6400-EPS1500 (full-depth),,616,,BZV3226M09V,,Germany,,,,4.0,Front,,,,,,,,,,,,,,GO / TO / AM / Technical Management (responsible),,2025-07-22T09:51:23.766529Z,2025-07-22T09:51:23.766548Z,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,devices
sw21-00,Active,Network Infrastructure,KPN DSSD2 (dus),Row B,B01,Front 43.0,Network switch,Brocade,FastIron ICX 6450-48 (stack) (full-depth),172.17.7.6/24,621,,BZU3203N010,,Germany,,,,43.0,Front,,,,172.17.7.6/24,,,,sw21,1,,,,,,,2025-07-22T09:51:26.976503Z,2025-07-22T10:16:08.277607Z,,,,,,,,,,,,,2,0,0,0,51,0,0,0,0,0,,,,,,devices
sw21-01,Active,Network Infrastructure,KPN DSSD2 (dus),Row B,B01,Front 41.0,Network switch,Brocade,FastIron ICX 6450-48 (stack) (full-depth),,620,,BZU3203N010,,Germany,,,,41.0,Front,,,,,,,,sw21,2,,,,,,,2025-07-22T09:51:26.409887Z,2025-07-22T10:16:07.646419Z,,,,,,,,,,,,,2,0,1,0,50,0,0,0,0,0,,,,,,devices
sw21-psu,Active,Network Infrastructure,KPN DSSD2 (dus),Row B,B01,Front 42.0,Power supply,Brocade,ICX6400-EPS1500 (full-depth),,617,,BZV3226M0A6,,Germany,,,,42.0,Front,,,,,,,,,,,,,,GO / TO / Voice Operations (responsible),,2025-07-22T09:51:24.327617Z,2025-07-22T09:51:24.327635Z,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,devices
sw22-irm-00,Active,Nomios,Ironmountain,"EVO, Hal4, LI",LI-07,Rear 45.0,Tor,Juniper,EX3400-48T-00,172.17.1.22/32,2419,External suppliers,,,Netherlands,,,,45.0,Rear,,,Front to rear,172.17.1.22/32,,,,sw22-irm,1,,,,,,,2025-08-05T12:23:06.984498Z,2025-08-19T07:50:28.684865Z,Junos 22.4R3.25 limited,,,,,,,,,,,,1,0,2,0,53,0,0,0,0,0,,,,,,devices
sw22-irm-01,Active,Nomios,Ironmountain,"EVO, Hal4, LI",LI-07,Rear 44.0,Tor,Juniper,EX3400-48T-01,,2420,External suppliers,,,Netherlands,,,,44.0,Rear,,,Front to rear,,,,,sw22-irm,2,,,,,,,2025-08-05T12:25:21.997418Z,2025-08-19T07:50:39.327390Z,Junos 22.4R3.25 limited,,,,,,,,,,,,1,0,2,0,52,0,0,0,0,0,,,,,,devices
sw23,Active,Network Infrastructure,Nikhef Amsterdam (nkf),"NKF, 1",303,Front 30.0,Network switch,HP,ProCurve 2824 (half-depth),,15,,SG747SJ0LU,,Netherlands,,,,30.0,Front,,,,,,,,,,,,,,"GO / Internal Technology Services (responsible), GO / TO / SA / Linux infrastructure (responsible)",,2025-07-22T09:42:47.802154Z,2025-07-22T09:42:47.802172Z,,,,,,,,,,,,,0,0,1,0,24,0,0,0,0,0,,,,,,devices
sw24,Active,Nomios,Ironmountain,"EVO, Hal4, LI",LI-07,Rear 42.0,Mangement switch,HP,ProCurve 2810-48G J9022A (half-depth),172.17.1.24/32,755,External suppliers,CN743XJ0HZ,,Netherlands,,,,42.0,Rear,,,,172.17.1.24/32,,,,,,,,,,GO / TO / MCI / Mobile Network Maintainer (responsible),,2025-07-22T09:53:17.196308Z,2025-08-19T07:50:50.525750Z,,,,,,,,,,,,,0,0,1,0,49,0,0,0,0,0,,,,,,devices
sw25-00,Active,Network Infrastructure,Globalswitch Amsterdam (gsw),"GSW, 27",L27,Rear 24.0,Network switch,Brocade,FastIron ICX 6450-48 (stack) (half-depth),172.17.1.25/22,1013,,BZU3245N01E,,Netherlands,,,,24.0,Rear,,,,172.17.1.25/22,,,,sw25,1,,,,,,,2025-07-22T09:56:16.159970Z,2025-07-22T10:16:10.974043Z,,,,,,,,,,,,,1,0,1,0,51,0,0,0,0,0,,,,,,devices
sw25-01,Active,Network Infrastructure,Globalswitch Amsterdam (gsw),"GSW, 27",L27,Rear 22.0,Network switch,Brocade,FastIron ICX 6450-48 (stack) (half-depth),,1012,,BZU3245N01E,,Netherlands,,,,22.0,Rear,,,,,,,,sw25,2,,,,,,,2025-07-22T09:56:15.597495Z,2025-07-22T10:16:10.346330Z,,,,,,,,,,,,,1,0,1,0,50,0,0,0,0,0,,,,,,devices
sw25-psu,Active,Network Infrastructure,Globalswitch Amsterdam (gsw),"GSW, 27",L27,Front 23.0,Power supply,Brocade,ICX6400-EPS1500 (half-depth),,1014,,BZV3204P01P,,Netherlands,,,,23.0,Front,,,,,,,,,,,,,,,,2025-07-22T09:56:16.731712Z,2025-07-22T09:56:16.731730Z,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,devices
sw26,Active,Network Infrastructure,Ironmountain,"EVO, Hal4, LI",LI-09,Front 44.0,Network switch,HP,ProCurve 2510-48,,33,,CN951YV1NT,,Netherlands,,,,44.0,Front,,,,,,,,,,,,,,"GO / Internal Technology Services (responsible), GO / TO / Voice Operations (responsible)",,2025-07-22T09:42:59.586012Z,2025-07-22T09:42:59.586029Z,,,,,,,,,,,,,0,0,1,0,52,0,0,0,0,0,,,,,,devices
sw27,Active,Network Infrastructure,Unknown,,,,Network switch,Brocade,FastIron ICX 6450-48 (stack),,1015,,BZU3228N022,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:56:17.052762Z,2025-07-22T09:56:17.052780Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
sw27-nkf-mgmt,Active,Network Infrastructure,Nikhef Amsterdam (nkf),"NKF, 1",348,Front 40.0,Network switch,Unknown,Network switch (1U) (full-depth),,1979,,,,Netherlands,,,,40.0,Front,,,,,,,,,,,,,,,,2025-07-22T10:14:03.481499Z,2025-07-22T10:14:03.481518Z,,,,,,,,,,,,,1,0,2,0,28,0,0,0,0,0,,,,,,devices
sw27-psu,Active,Network Infrastructure,Unknown,,,,Power supply,Unknown,Power supply,,1016,,BZV3226M04D,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:56:17.370717Z,2025-07-22T09:56:17.370737Z,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,devices
sw28,Active,Nomios,Equinix AM8 (am8),0G:00ZE0A row 03,0309,Rear 43.0,Mangement switch,HP,ProCurve 2810-48G J9022A (full-depth),172.17.1.28/32,1017,External suppliers,CN824XJ0LH,,Netherlands,,,,43.0,Rear,,,,172.17.1.28/32,,,,,,,,,,,,2025-07-22T09:56:18.017944Z,2025-08-28T09:30:34.468356Z,,,,,,,,,,,,,0,0,1,0,49,0,0,0,0,0,,,,,,devices
sw29,Active,Network Infrastructure,Ironmountain,"EVO, Hal4, LI",LI-13,Rear 41.0,Network switch,HP,ProCurve 2510G-24,,208,,CN033DE0GX,,Netherlands,,,,41.0,Rear,,,,,,,,,,,,,,GO / TO / AM / DBA (responsible),,2025-07-22T09:44:57.043767Z,2025-07-22T09:44:57.043786Z,,,,,,,,,,,,,0,0,1,0,24,0,0,0,0,0,,,,,,devices
sw30 psu,Active,Network Infrastructure,Globalswitch Amsterdam (gsw),"GSW, 27",U27,Front 20.0,Power supply,Brocade,ICX6400-EPS1500 (half-depth),,230,,,,Netherlands,,,,20.0,Front,,,,,,,,,,,,,Feed B,T&P / Coligo Grid (responsible),,2025-07-22T09:45:16.892947Z,2025-08-27T07:08:35.675608Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
sw30-00,Active,Network Infrastructure,Globalswitch Amsterdam (gsw),"GSW, 27",U27,Rear 21.0,Network switch,Brocade,FastIron FLS 648 (stack),172.17.1.30/22,65,,M8AN19F03D,,Netherlands,,,,21.0,Rear,,,,172.17.1.30/22,,,,sw30,1,,,,,,,2025-07-22T09:43:20.444941Z,2025-07-22T10:15:41.968542Z,,,,,,,,,,,,,0,0,0,0,51,0,0,0,0,0,,,,,,devices
sw30-01,Active,Network Infrastructure,Globalswitch Amsterdam (gsw),"GSW, 27",U27,Rear 19.0,Network switch,Brocade,FastIron FLS 648 (stack),,64,,M8AN19F03D,,Netherlands,,,,19.0,Rear,,,,,,,,sw30,2,,,,,,,2025-07-22T09:43:19.885461Z,2025-07-22T10:15:41.332534Z,,,,,,,,,,,,,0,0,0,0,50,0,0,0,0,0,,,,,,devices
sw31-irm-mgmt,Active,Nomios,Ironmountain,"EVO, Hal4, LI",LI-14,Rear 42.0,Mangement switch,Juniper,EX3400-48T-00,172.17.1.31/22,2416,External suppliers,NX3622050129,,Netherlands,,,,42.0,Rear,,,Front to rear,172.17.1.31/22,,,,,,,,,,,,2025-08-04T13:41:25.598357Z,2025-08-19T07:04:44.208380Z,Junos 22.4R2.8,,,,,,,,,,,,1,0,2,0,53,0,0,0,0,0,,,,,,devices
sw33-gsw-00,Active,Nomios,Globalswitch Amsterdam (gsw),"GSW, 27",R27,Rear 42.0,Tor,Juniper,EX3400-48T-00,172.17.0.33/22,1986,External suppliers,NX3622050159,,Netherlands,,,,42.0,Rear,,,Front to rear,172.17.0.33/22,,,,sw33-gsw,1,1,,,,,,2025-07-22T10:14:07.933460Z,2025-09-15T11:13:15.139954Z,Junos 22.4R2.8,,,,,,,,,,,,1,0,2,0,53,0,0,0,0,0,,,,,,devices
sw33-gsw-01,Active,Nomios,Globalswitch Amsterdam (gsw),"GSW, 27",R27,Rear 41.0,Tor,Juniper,EX3400-48T-01,,1985,External suppliers,NX3622050182,,Netherlands,,,,41.0,Rear,,,Front to rear,,,,,sw33-gsw,2,2,,,,,,2025-07-22T10:14:07.354779Z,2025-09-15T11:06:11.324751Z,Junos 22.4R2.8,,,,,,,,,,,,1,0,2,0,51,0,0,0,0,0,,,,,,devices
sw34,Active,Network Infrastructure,KPN DC2 (dc2),"DC2, 4e verdieping A-04-B7.010 rij 3",11,Rear 44.0,Network switch,HP,ProCurve 2510G-24,,157,,CN120DE074,,Netherlands,,,,44.0,Rear,,,,,,,,,,,,,,T&P / OP / Smooth Operator (responsible),,2025-07-22T09:44:16.012988Z,2025-07-22T09:44:16.013006Z,,,,,,,,,,,,,0,0,1,0,24,0,0,0,0,0,,,,,,devices
sw35-irm-00,Active,Nomios,Ironmountain,"EVO, Hal4, LI",LI-14,Rear 45.0,Tor,Juniper,EX3400-48T-00,172.17.1.35/32,2414,External suppliers,NX0216180001,,Netherlands,,,,45.0,Rear,,,Front to rear,172.17.1.35/32,,,,sw35-irm,1,1,,,,,,2025-08-04T13:17:33.946300Z,2025-08-19T07:03:36.603902Z,Junos 22.4R3.25 limited,,,,,,,,,,,,1,0,2,0,53,0,0,0,0,0,,,,,,devices
sw35-irm-01,Active,Nomios,Ironmountain,"EVO, Hal4, LI",LI-14,Rear 44.0,Tor,Juniper,EX3400-48T-01,,2415,External suppliers,NX0216280097,,Netherlands,,,,44.0,Rear,,,Front to rear,,,,,sw35-irm,2,2,,,,,,2025-08-04T13:18:25.985096Z,2025-08-19T07:03:50.364288Z,Junos 22.4R3.25 limited,,,,,,,,,,,,1,0,2,0,52,0,0,0,0,0,,,,,,devices
sw36,Active,Network Infrastructure,Ironmountain,"EVO, Hal4, LI",LI-10,Rear 41.0,Network switch,HP,ProCurve 2810-48G J9022A (half-depth),,1134,,CN644XJ03P,,Netherlands,,,,41.0,Rear,,,,,,,,,,,,,,,,2025-07-22T09:58:13.725664Z,2025-07-22T09:58:13.725682Z,,,,,,,,,,,,,0,0,1,0,48,0,0,0,0,0,,,,,,devices
sw37 psu,Active,Network Infrastructure,Ironmountain,"EVO, Hal4, LI",LI-10,Rear 45.0,Power supply,Brocade,ICX6400-EPS1500 (half-depth),,1135,,BZV0451G006,,Netherlands,,,,45.0,Rear,,,,,,,,,,,,,,,,2025-07-22T09:58:14.290435Z,2025-07-22T09:58:14.290453Z,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,devices
sw37-00,Active,Network Infrastructure,Ironmountain,"EVO, Hal4, LI",LI-10,Rear 44.0,Network switch,Brocade,FastIron ICX 6450-48 (stack) (half-depth),172.17.1.37/22,1133,,BZU2523H00R,,Netherlands,,,,44.0,Rear,,,,172.17.1.37/22,,,,sw37,1,,,,,,,2025-07-22T09:58:13.158342Z,2025-07-22T10:16:14.849960Z,,,,,,,,,,,,,1,0,1,0,51,0,0,0,0,0,,,,,,devices
sw37-01,Active,Network Infrastructure,Ironmountain,"EVO, Hal4, LI",LI-10,Rear 43.0,Network switch,Brocade,FastIron ICX 6450-48 (stack) (half-depth),,1132,,BZU2523H00R,,Netherlands,,,,43.0,Rear,,,,,,,,sw37,2,,,,,,,2025-07-22T09:58:12.588438Z,2025-07-22T10:16:14.230272Z,,,,,,,,,,,,,1,0,1,0,50,0,0,0,0,0,,,,,,devices
sw38-gsw-00,Active,Nomios,Globalswitch Amsterdam (gsw),"GSW, 27",O27,Rear 42.0,Tor,Juniper,EX3400-48T-00,172.17.1.38/32,2421,External suppliers,NX3622051130,,Netherlands,,,,42.0,Rear,,,Rear to front,172.17.1.38/32,,,,sw38-gsw,1,,,,,,,2025-08-06T08:46:07.333412Z,2025-08-25T09:23:56.811513Z,Junos 22.4R3.25 limited,,,,,,,,,,,,1,0,2,0,53,0,0,0,0,0,,,,,,devices
sw38-gsw-01,Active,Nomios,Globalswitch Amsterdam (gsw),"GSW, 27",O27,Rear 41.0,Tor,Juniper,EX3400-48T-01,,2422,External suppliers,NX3622051130,,Netherlands,,,,41.0,Rear,,,Rear to front,,,,,sw38-gsw,2,,,,,,,2025-08-06T08:46:54.524405Z,2025-08-25T09:24:37.133186Z,Junos 22.4R3.25 limited,,,,,,,,,,,,1,0,2,0,52,0,0,0,0,0,,,,,,devices
sw39 psu,Active,Network Infrastructure,Ironmountain,"EVO, Hal4, LI",LI-13,Rear 45.0,Power supply,Unknown,Power supply (half-depth),,211,,,,Netherlands,,,,45.0,Rear,,,,,,,,,,,,,,,,2025-07-22T09:44:59.238667Z,2025-07-22T09:44:59.238685Z,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,devices
sw39-00,Active,Network Infrastructure,Ironmountain,"EVO, Hal4, LI",LI-13,Rear 44.0,Network switch,Brocade,FastIron ICX 6450-48 (stack) (half-depth),172.17.1.39/22,210,,BZU2542H38G,,Netherlands,,,,44.0,Rear,,,,172.17.1.39/22,,,,sw39,1,,,,,,,2025-07-22T09:44:58.670827Z,2025-07-22T10:15:47.217325Z,,,,,,,,,,,,,1,0,1,0,51,0,0,0,0,0,,,,,,devices
sw39-01,Active,Network Infrastructure,Ironmountain,"EVO, Hal4, LI",LI-13,Rear 43.0,Network switch,Brocade,FastIron ICX 6450-48 (stack) (half-depth),,209,,BZU2542H38G,,Netherlands,,,,43.0,Rear,,,,,,,,sw39,2,,,,,,,2025-07-22T09:44:58.119786Z,2025-07-22T10:15:46.580890Z,,,,,,,,,,,,,1,0,1,0,50,0,0,0,0,0,,,,,,devices
sw40,Active,Network Infrastructure,Unknown,,,,Network switch,Brocade,FastIron ICX 6450-48 (stack),,231,,BZU2542H38H,,,,,,,,,,,,,,,,,,,,,T&P / Coligo Grid (responsible),,2025-07-22T09:45:17.240364Z,2025-07-22T09:45:17.240382Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
sw40 psu,Active,Network Infrastructure,Unknown,,,,Power supply,Unknown,Power supply,,232,,,,,,,,,,,,,,,,,,,,,,Feed B,T&P / Coligo Grid (responsible),,2025-07-22T09:45:17.963370Z,2025-08-27T07:08:36.513499Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,devices
sw41 psu,Active,Network Infrastructure,Nikhef Amsterdam (nkf),"NKF, 1",325,Front 28.0,Power supply,Brocade,ICX6400-EPS1500 (half-depth),,69,,BZV3247K02X,,Netherlands,,,,28.0,Front,,,,,,,,,,,,,,,,2025-07-22T09:43:23.824475Z,2025-07-22T09:43:23.824493Z,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,devices
sw41-00,Active,Network Infrastructure,Nikhef Amsterdam (nkf),"NKF, 1",325,Rear 31.0,Network switch,Brocade,FastIron ICX 6450-48 (stack) (half-depth),172.17.1.41/22,182,,BZU3237K03H,,Netherlands,,,,31.0,Rear,,,,172.17.1.41/22,,,,sw41,1,,,,,T&P / OP / Smooth Operator (responsible),,2025-07-22T09:44:35.938259Z,2025-07-22T10:15:46.044547Z,,,,,,,,,,,,,1,0,1,0,51,0,0,0,0,0,,,,,,devices
sw41-01,Active,Network Infrastructure,Nikhef Amsterdam (nkf),"NKF, 1",325,Rear 30.0,Network switch,Brocade,FastIron ICX 6450-48 (stack) (half-depth),,181,,BZU3237K03H,,Netherlands,,,,30.0,Rear,,,,,,,,sw41,2,,,,,T&P / OP / Smooth Operator (responsible),,2025-07-22T09:44:35.370645Z,2025-07-22T10:15:45.395019Z,,,,,,,,,,,,,1,0,1,0,50,0,0,0,0,0,,,,,,devices
sw42-irm-00,Active,Nomios,Ironmountain,"EVO, Hal4, LI",LI-08,Rear 45.0,Tor,Juniper,EX3400-48T-00,172.17.1.42/32,2417,External suppliers,NX3622050015,,Netherlands,,,,45.0,Rear,,,Front to rear,172.17.1.42/32,,,,sw42-irm,1,,,,,,,2025-08-05T10:02:37.832836Z,2025-08-19T07:10:12.717456Z,Junos 23.4r2.13,,,,,,,,,,,,1,0,2,0,53,0,0,0,0,0,,,,,,devices
sw42-irm-01,Active,Nomios,Ironmountain,"EVO, Hal4, LI",LI-08,Rear 44.0,Tor,Juniper,EX3400-48T-01,,2418,External suppliers,NX3622050191,,Netherlands,,,,44.0,Rear,,,Front to rear,,,,,sw42-irm,2,,,,,,,2025-08-05T10:03:36.149135Z,2025-08-19T07:10:24.347557Z,Junos 23.4r2.13,,,,,,,,,,,,1,0,2,0,52,0,0,0,0,0,,,,,,devices
sw43-am8-00,Active,Nomios,Equinix AM8 (am8),0G:00ZE0A row 03,0305,Rear 47.0,Tor,Juniper,EX3400-48T-00,172.17.0.43/32,2427,External suppliers,,,Netherlands,,,,47.0,Rear,,,Front to rear,172.17.0.43/32,,,,sw43-am8,1,,,,,,,2025-08-12T10:10:45.692449Z,2025-08-15T10:09:29.533993Z,Junos 22.4R3.25 limited,,,,,,,,,,,,1,0,2,0,53,0,0,0,0,0,,,,,,devices
sw43-am8-01,Active,Nomios,Equinix AM8 (am8),0G:00ZE0A row 03,0305,Rear 46.0,Tor,Juniper,EX3400-48T-01,,2428,External suppliers,,,Netherlands,,,,46.0,Rear,,,Front to rear,,,,,sw43-am8,2,,,,,,,2025-08-12T10:11:26.196873Z,2025-08-15T10:06:29.251721Z,Junos 22.4R3.25 limited,,,,,,,,,,,,1,0,2,0,52,0,0,0,0,0,,,,,,devices
sw44,Active,Network Infrastructure,Unknown,,,,Network switch,HP,ProCurve 2824,172.17.1.44/22,1032,,SG602SJ03J,,,,,,,,,,,172.17.1.44/22,,,,,,,,,removed,,,2025-07-22T09:56:28.662653Z,2025-08-27T07:09:19.310637Z,,,,,,,,,,,,,0,0,1,0,25,0,0,0,0,0,,,,,,devices
sw44-gsw-00,Active,Network Infrastructure,Globalswitch Amsterdam (gsw),"GSW, 30",W30,Front 40.0,Network switch,Unknown,Network switch (1U) (full-depth),,1992,,,,Netherlands,,,,40.0,Front,,,,,,,,sw44-gsw,1,,,,,,,2025-07-22T10:14:11.740082Z,2025-07-22T10:16:35.938983Z,,,,,,,,,,,,,1,0,2,0,56,0,0,0,0,0,,,,,,devices
sw44-gsw-01,Active,Network Infrastructure,Globalswitch Amsterdam (gsw),"GSW, 30",W30,Front 39.0,Network switch,Unknown,Network switch (1U) (full-depth),,1991,,,,Netherlands,,,,39.0,Front,,,,,,,,sw44-gsw,2,,,,,,,2025-07-22T10:14:11.165664Z,2025-07-22T10:16:36.232612Z,,,,,,,,,,,,,1,0,2,0,56,0,0,0,0,0,,,,,,devices
sw45-00,Active,Network Infrastructure,Globalswitch Amsterdam (gsw),"GSW, 30",V30,Front 25.0,Network switch,Huawei,CE6810-48S4Q-LI,172.17.1.45/22,1052,,2102350AQB10J4000120,sw45 4 1,Netherlands,,,,25.0,Front,,,,172.17.1.45/22,,,,sw45,1,,,,,,,2025-07-22T09:56:44.118967Z,2025-07-22T10:16:12.137718Z,,,,,,,,,,,,,0,0,2,0,58,0,0,0,0,0,,,,,,devices
sw45-01,Active,Network Infrastructure,Globalswitch Amsterdam (gsw),"GSW, 30",V30,Front 23.0,Network switch,Huawei,CE6810-48S4Q-LI,,1051,,2102350AQB10J4000120,sw45 4,Netherlands,,,,23.0,Front,,,,,,,,sw45,2,,,,,,,2025-07-22T09:56:43.548655Z,2025-07-22T10:16:11.501663Z,,,,,,,,,,,,,0,0,2,0,51,0,0,0,0,0,,,,,,devices
sw46-00,Active,Network Infrastructure,Globalswitch Amsterdam (gsw),"GSW, 30",V30,,Network switch,Huawei,CX310,172.17.1.46/32,1053,,210305484910G3000026,,Netherlands,,bc1,,,,,,,172.17.1.46/32,,,,sw46,1,,,,,,,2025-07-22T09:56:44.492414Z,2025-07-22T10:14:57.451624Z,,,,,,,,,,,,,0,0,0,0,55,0,0,0,0,0,,,,,,devices
sw46-01,Active,Network Infrastructure,Globalswitch Amsterdam (gsw),"GSW, 30",V30,,Network switch,Huawei,CX310,,2032,,210305484910G3000027,,Netherlands,,bc1,,,,,,,,,,,sw46,2,,,,,,,2025-07-22T10:14:56.971384Z,2025-07-22T10:14:57.674629Z,,,,,,,,,,,,,0,0,0,0,49,0,0,0,0,0,,,,,,devices
sw47,Active,Network Infrastructure,Globalswitch Amsterdam (gsw),"GSW, 30",V30,Front 27.0,Network switch,HP,ProCurve 2824 (full-depth),172.17.1.47/22,1054,,SG709NB0GR,sw47,Netherlands,,,,27.0,Front,,,,172.17.1.47/22,,,,,,,,,,,,2025-07-22T09:56:45.425887Z,2025-07-22T09:56:45.775768Z,,,,,,,,,,,,,0,0,1,0,25,0,0,0,0,0,,,,,,devices
sw48-00,Active,Network Infrastructure,Equinix AM8 (am8),0G:00ZE0A row 03,0318,Front 17.0,Network switch,Huawei,CE6850-48T4Q-EI,172.17.1.48/22,1059,,2102350AQB10J9000183,,Netherlands,,,,17.0,Front,,,,172.17.1.48/22,,,,sw48,1,,,,,,,2025-07-22T09:56:49.510563Z,2025-07-22T10:16:13.694275Z,,,,,,,,,,,,,0,0,2,0,57,0,0,0,0,0,,,,,,devices
sw48-01,Active,Network Infrastructure,Equinix AM8 (am8),0G:00ZE0A row 03,0318,Front 16.0,Network switch,Huawei,CE6850-48T4Q-EI,,1058,,2102350AQB10J9000183,,Netherlands,,,,16.0,Front,,,,,,,,sw48,2,,,,,,,2025-07-22T09:56:48.916884Z,2025-07-22T10:16:13.079942Z,,,,,,,,,,,,,0,0,2,0,50,0,0,0,0,0,,,,,,devices
sw49-00,Active,Network Infrastructure,Equinix AM8 (am8),0G:00ZE0A row 03,0306,,Network switch,Huawei,CX310,172.17.1.49/32,1100,,210305484910JB000308,,Netherlands,,bc2,,,,,,,172.17.1.49/32,,,,sw49,1,,,,,,,2025-07-22T09:57:40.107878Z,2025-07-22T10:15:14.099664Z,,,,,,,,,,,,,0,0,0,0,54,0,0,0,0,0,,,,,,devices
sw49-01,Active,Network Infrastructure,Equinix AM8 (am8),0G:00ZE0A row 03,0306,,Network switch,Huawei,CX310,,2033,,210305484910JB000307,,Netherlands,,bc2,,,,,,,,,,,sw49,2,,,,,,,2025-07-22T10:15:13.752322Z,2025-07-22T10:15:14.317356Z,,,,,,,,,,,,,0,0,0,0,49,0,0,0,0,0,,,,,,devices
sw50,Active,Network Infrastructure,Equinix AM8 (am8),0G:00ZE0A row 03,0306,Front 30.0,Network switch,HP,ProCurve 2810-48G J9022A (full-depth),172.17.1.50/22,1093,,CN923XJ090,sw50,Netherlands,,,,30.0,Front,,,,172.17.1.50/22,,,,,,,,,,,,2025-07-22T09:57:34.311107Z,2025-07-22T09:57:34.670828Z,,,,,,,,,,,,,0,0,1,0,48,0,0,0,0,0,,,,,,devices
sw51,Active,Network Infrastructure,Equinix AM8 (am8),0G:00ZE0A row 03,0318,Front 10.0,Network switch,HP,ProCurve 2810-48G J9022A (full-depth),172.17.1.51/22,1127,,CN809XJ06D,,Netherlands,,,,10.0,Front,,,,172.17.1.51/22,,,,,,,,,,,,2025-07-22T09:58:07.443810Z,2025-07-22T09:58:07.795291Z,,,,,,,,,,,,,1,0,0,0,49,0,0,0,0,0,,,,,,devices
sw52-gsw-mgmt,Active,Network Infrastructure,Globalswitch Amsterdam (gsw),"GSW, 30",W30,Front 42.0,Network switch,Unknown,Network switch (1U) (full-depth),,1990,,,,Netherlands,,,,42.0,Front,,,,,,,,,,,,,,,,2025-07-22T10:14:10.592717Z,2025-07-22T10:14:10.592736Z,,,,,,,,,,,,,1,0,2,0,28,0,0,0,0,0,,,,,,devices
sw53,Active,Network Infrastructure,Unknown,,,,Network switch,HP,ProCurve 2810-48G J9022A,172.17.1.53/32,1190,,CN638XJ061,sw53,,,,,,,,,,172.17.1.53/32,,,,,,,,,sw1-redbus (HP Procurve 2510) replacement,,,2025-07-22T09:59:20.107184Z,2025-08-27T07:09:27.939191Z,,,,,,,,,,,,,0,0,1,0,49,0,0,0,0,0,,,,,,devices
sw53-am8-00,Active,Network Infrastructure,Equinix AM8 (am8),0G:00ZE0A row 03,0303,Rear 46.0,Network switch,Unknown,Network switch (1U) (full-depth),,1983,,,,Netherlands,,,,46.0,Rear,,,,,,,,sw53-am8,1,,,,,,,2025-07-22T10:14:05.868164Z,2025-08-26T09:27:00.368035Z,,,,,,,,,,,,,1,0,2,0,56,0,0,0,0,0,,,,,,devices
sw53-am8-01,Active,Network Infrastructure,Equinix AM8 (am8),0G:00ZE0A row 03,0303,Rear 45.0,Network switch,Unknown,Network switch (1U) (full-depth),,1982,,,,Netherlands,,,,45.0,Rear,,,,,,,,sw53-am8,2,,,,,,,2025-07-22T10:14:05.264250Z,2025-08-26T09:27:20.291424Z,,,,,,,,,,,,,1,0,2,0,56,0,0,0,0,0,,,,,,devices
